,,,,,,,,,SUBNATION_NAME,NAME_CATEGORY_DESC,ELCODE,FAMILY,Scientific Name,Common Name,SNAME [ACIMS],ORIGIN,TreeTime,SeedTime,GCOMNAME,S_RANK,N_RANK,G_RANK,ORIGIN,CURRENT_PRESENCE_ABSENCE,TRACK_STATUS,,,,GNAME
,,,,,,,,,Alberta,Vascular Plant,PDAPI07030,Apiaceae,Angelica arguta,white angelica,Angelica arguta,Native,FALSE,FALSE,Lyall's Angelica,S3,N4,G5,Native,Present,Do not track,,,,Angelica arguta
,,,,,,,,,Alberta,Vascular Plant,PDAPI07080,Apiaceae,Angelica dawsonii,yellow angelica,Angelica dawsonii,Native,FALSE,FALSE,Dawson's Angelica,S3,N3N4,G4,Native,Present,Track on a watch list only,,,,Angelica dawsonii
,,,,,,,,,Alberta,Vascular Plant,PDAPI070A0,Apiaceae,Angelica genuflexa,kneeling angelica,Angelica genuflexa,Native,FALSE,FALSE,Kneeling Angelica,S3,N5,G5,Native,Present,Do not track,,,,Angelica genuflexa
,,,,,,,,,Alberta,Vascular Plant,PDAST0H030,Asteraceae,Antennaria alpina,alpine everlasting,Antennaria alpina,Native,FALSE,FALSE,Alpine Pussytoes,S3,N5,G5,Native,Present,Do not track,,,,Antennaria alpina
,,,,,,,,,Alberta,Vascular Plant,PDAST0H040,Asteraceae,Antennaria anaphaloides,tall everlasting,Antennaria anaphaloides,Native,FALSE,FALSE,Handsome Pussytoes,S4,N4,G5,Native,Present,Do not track,,,,Antennaria anaphaloides
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0V0,Asteraceae,Antennaria aromatica,scented pussytoes,Antennaria aromatica,Native,FALSE,FALSE,Aromatic Pussytoes,S3,N2,G4,Native,Present,Track all extant and selected historical EOs,,,,Antennaria aromatica
,,,,,,,,,Alberta,Vascular Plant,PDAST0H070,Asteraceae,Antennaria corymbosa,corymbose everlasting,Antennaria corymbosa,Native,FALSE,FALSE,Meadow Pussytoes,S2,N1N2,G5,Native,Present,Track all extant and selected historical EOs,,,,Antennaria corymbosa
,,,,,,,,,Alberta,Vascular Plant,PDAST0H080,Asteraceae,Antennaria dimorpha,cushion everlasting,Antennaria dimorpha,Native,FALSE,FALSE,Two-form Pussytoes,S2,N4,G5,Native,Present,Track all extant and selected historical EOs,,,,Antennaria dimorpha
,,,,,,,,,Alberta,Vascular Plant,PDAST0H1D0,Asteraceae,Antennaria howellii,small pussytoes,Antennaria howellii,Native,FALSE,FALSE,Small Pussytoes,S4,N5,G5,Native,Present,Do not track,,,,Antennaria howellii
,,,,,,,,,Alberta,Vascular Plant,PDAST0H1D4,Asteraceae,Antennaria howellii ssp. howellii,small pussytoes,Antennaria howellii ssp. howellii,Native,FALSE,FALSE,Small Pussytoes,SU,N5,G5T5,Native,Present,Do not track,,,,Antennaria howellii ssp. howellii
,,,,,,,,,Alberta,Vascular Plant,PDAST0H1D1,Asteraceae,Antennaria howellii ssp. neodioica,small pussytoes,Antennaria howellii ssp. neodioica,Native,FALSE,FALSE,Small Pussytoes,SU,N5,G5T5,Native,Present,Do not track,,,,Antennaria howellii ssp. neodioica
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0B0,Asteraceae,Antennaria lanata,woolly everlasting,Antennaria lanata,Native,FALSE,FALSE,White-margined Pussytoes,S5,N5,G5,Native,Present,Do not track,,,,Antennaria lanata
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0C0,Asteraceae,Antennaria luzuloides,silvery everlasting,Antennaria luzuloides,Native,FALSE,FALSE,Silvery Brown Pussytoes,S1,N4,G5,Native,Present,Do not track,,,,Antennaria luzuloides
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0C2,Asteraceae,Antennaria luzuloides ssp. luzuloides,silvery everlasting,Antennaria luzuloides ssp. luzuloides,Native,FALSE,FALSE,Silvery Brown Pussytoes,S1,N4,G5T3T5,Native,Present,Track all extant and selected historical EOs,,,,Antennaria luzuloides ssp. luzuloides
,,,,,,,,,Alberta,Vascular Plant,PDAST0H150,Asteraceae,Antennaria media,Rocky Mountain pussytoes,Antennaria media,Native,FALSE,FALSE,Rocky Mountain Pussytoes,S3,N5,G5,Native,Present,Do not track,,,,Antennaria media
,,,,,,,Medieval Manor Gardens,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0H0E0,Asteraceae,Antennaria microphylla,littleleaf pussytoes,Antennaria microphylla,Native,FALSE,FALSE,Small-leaf Cat's-foot,S5,N5,G5,Native,Present,Do not track,,,,Antennaria microphylla
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0F0,Asteraceae,Antennaria monocephala,one-headed everlasting,Antennaria monocephala,Native,FALSE,FALSE,Single-head Pussytoes,S3,N5,G5,Native,Present,Do not track,,,,Antennaria monocephala
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0F1,Asteraceae,Antennaria monocephala ssp. angustata,one-headed everlasting,Antennaria monocephala ssp. angustata,Native,FALSE,FALSE,Single-head Pussytoes,S3,N5,G5T5,Native,Present,Do not track,,,,Antennaria monocephala ssp. angustata
,,,,,,,ALCLA,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0H0G0,Asteraceae,Antennaria neglecta,broad-leaved everlasting,Antennaria neglecta,Native,FALSE,FALSE,Field Pussytoes,S5,N5,G5,Native,Present,Do not track,,,,Antennaria neglecta
,,,,,ALCLA,Medieval Manor Gardens,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0H0H0,Asteraceae,Antennaria parvifolia,small-leaved everlasting,Antennaria parvifolia,Native,FALSE,FALSE,Nuttall's Pussytoes,S5,N5,G5,Native,Present,Do not track,,,,Antennaria parvifolia
,,,,,,,,ALCLA,Alberta,Vascular Plant,PDAST0H0L0,Asteraceae,Antennaria pulcherrima,showy everlasting,Antennaria pulcherrima,Native,FALSE,FALSE,Handsome Pussytoes,S4,N5,G5,Native,Present,Do not track,,,,Antennaria pulcherrima
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0M0,Asteraceae,Antennaria racemosa,racemose everlasting,Antennaria racemosa,Native,FALSE,FALSE,Hooker's Pussytoes,S5,N4N5,G5,Native,Present,Do not track,,,,Antennaria racemosa
,,,,,ALCLA,Medieval Manor Gardens,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0H0X0,Asteraceae,Antennaria rosea,rosy everlasting,Antennaria rosea,Native,FALSE,FALSE,Rosy Pussytoes,S5,N5,G5,Native,Present,Do not track,,,,Antennaria rosea
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0X1,Asteraceae,Antennaria rosea ssp. arida,dessert pussytoes,Antennaria rosea ssp. arida,Native,FALSE,FALSE,Rosy Pussytoes,SU,NNR,G5T3T5,Native,Present,Do not track,,,,Antennaria rosea ssp. arida
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0X2,Asteraceae,Antennaria rosea ssp. confinis,rosy everlasting,Antennaria rosea ssp. confinis,Native,FALSE,FALSE,Rosy Pussytoes,SU,N4N5,G5T4T5,Native,Present,Do not track,,,,Antennaria rosea ssp. confinis
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0X4,Asteraceae,Antennaria rosea ssp. pulvinata,rosy everlasting,Antennaria rosea ssp. pulvinata,Native,FALSE,FALSE,Rosy Pussytoes,SU,NNR,G5T5?,Native,Present,Do not track,,,,Antennaria rosea ssp. pulvinata
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0X5,Asteraceae,Antennaria rosea ssp. rosea,rosy everlasting,Antennaria rosea ssp. rosea,Native,FALSE,FALSE,Rosy Pussytoes,SU,N4N5,G5T4T5,Native,Present,Do not track,,,,Antennaria rosea ssp. rosea
,,,,,,,,,Alberta,Vascular Plant,PDAST0H0T0,Asteraceae,Antennaria umbrinella,brown-bracted mountain everlasting,Antennaria umbrinella,Native,FALSE,FALSE,Brown Pussytoes,S4,N4,G5,Native,Present,Do not track,,,,Antennaria umbrinella
,,,,,,,,,Alberta,Vascular Plant,PDAST0J030,Asteraceae,Anthemis cotula,mayweed,Anthemis cotula,Exotic,FALSE,FALSE,Mayweed,SNA,NNA,G5,Exotic,Present,Do not track,,,,Anthemis cotula
,,,,ALCLA,K&S Growers,Bearberry Creek Greenhouse,Prairie Flora Greenhouses,Arnica Wildflowers,Alberta,Vascular Plant,PMPOA35020,Poaceae,Anthoxanthum hirtum,sweet grass,Anthoxanthum hirtum,Native,FALSE,FALSE,Northern Sweet Grass,S5,N5,G5,Native,Present,Do not track,,,,Hierochloe hirta
,,,,,,,,,Alberta,Vascular Plant,PMPOA35021,Poaceae,Anthoxanthum hirtum ssp. arcticum,sweet grass,Anthoxanthum hirtum ssp. arcticum,Native,FALSE,FALSE,Common Northern Sweet Grass,S5,N5,G5T5,Native,Present,Do not track,,,,Hierochloe hirta ssp. arctica
,,,,,,,,,Alberta,Vascular Plant,PMPOA35010,Poaceae,Anthoxanthum monticola,alpine sweetgrass,Anthoxanthum monticola,Native,FALSE,FALSE,Alpine Sweet Grass,S3,N5,G5,Native,Present,Track on a watch list only,,,,Hierochloe alpina
,,,,,,,,,Alberta,Vascular Plant,PMPOA35013,Poaceae,Anthoxanthum monticola ssp. alpinum,alpine sweet grass,Anthoxanthum monticola ssp. alpinum,Native,FALSE,FALSE,Alpine Sweet Grass,S3,N5,G5T5,Native,Present,Do not track,,,,Hierochloe alpina ssp. alpina
,,,,,,,,Arnica Wildflowers,Alberta,Vascular Plant,PDAPO06010,Apocynaceae,Apocynum androsaemifolium,spreading dogbane,Apocynum androsaemifolium,Native,FALSE,FALSE,Spreading Dogbane,S5,N5,G5,Native,Present,Do not track,,,,Apocynum androsaemifolium
,,,,,,,,,Alberta,Vascular Plant,PDAPO06020,Apocynaceae,Apocynum cannabinum,Indian hemp,Apocynum cannabinum,Native,FALSE,FALSE,Clasping-leaf Dogbane,S3,N5,G5,Native,Present,Do not track,,,,Apocynum cannabinum
,,,,,,,,,Alberta,Vascular Plant,PDAPO06060,Apocynaceae,Apocynum x medium,intermediate dogbane,Apocynum x medium,Native,FALSE,FALSE,Hybrid,SNA,NNA,GNA,Native,Present,Do not track,,,,Apocynum x floribundum
,,,,,ALCLA,Medieval Manor Gardens,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDRAN05020,Ranunculaceae,Aquilegia brevistyla,blue columbine,Aquilegia brevistyla,Native,FALSE,FALSE,Small-flower Columbine,S5,N5,G5,Native,Present,Do not track,,,,Aquilegia brevistyla
,,,,,,,ALCLA,Medieval Manor Gardens,Alberta,Vascular Plant,PDRAN050A0,Ranunculaceae,Aquilegia flavescens,yellow columbine,Aquilegia flavescens,Native,FALSE,FALSE,Yellow Columbine,S4S5,N5,G5,Native,Present,Do not track,,,,Aquilegia flavescens
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDRAN050B0,Ranunculaceae,Aquilegia formosa,Sitka columbine,Aquilegia formosa,Native,FALSE,FALSE,Crimson Columbine,S3,N5,G5,Native,Present,Do not track,,,,Aquilegia formosa
,,,,,,,,,Alberta,Vascular Plant,PDRAN050D0,Ranunculaceae,Aquilegia jonesii,Jones' columbine,Aquilegia jonesii,Native,FALSE,FALSE,Jones' Columbine,S1,N2,G3,Native,Present,Track all extant and selected historical EOs,,,,Aquilegia jonesii
,,,,,,,,,Alberta,Vascular Plant,PDBRA06140,Brassicaceae,Arabidopsis lyrata,lyreleaf rockcress,Arabidopsis lyrata,Native,FALSE,FALSE,Lyreleaf Rockcress,S4,N5,G5,Native,Present,Do not track,,,,Arabidopsis lyrata
,,,,,,,,,Alberta,Vascular Plant,PDBRA06142,Brassicaceae,Arabidopsis lyrata ssp. kamchatica,lyreleaf rockcress,Arabidopsis lyrata ssp. kamchatica,Native,FALSE,FALSE,Lyreleaf Rockcress,SNR,N5,G5,Native,Present,Do not track,,,,Arabis kamchatica
,,,,,,,,,Alberta,Vascular Plant,PDBRA06141,Brassicaceae,Arabidopsis lyrata ssp. lyrata,lyreleaf rockcress,Arabidopsis lyrata ssp. lyrata,Native,FALSE,FALSE,Lyreleaf Rockcress,SNR,N4N5,G5,Native,Present,Do not track,,,,Arabis lyrata
,,,,,,,,,Alberta,Vascular Plant,PDBRA060U5,Brassicaceae,Arabis eschscholtziana,Eschscholtz's rockcress,Arabis eschscholtziana,Native,FALSE,FALSE,Eschscholtz's Rockcress,SU,NNR,G5T5Q,Native,Present,Do not track,,,,Arabis hirsuta var. eschscholtziana
,,,,,,,,,Alberta,Vascular Plant,PDBRA06190,Brassicaceae,Arabis nuttallii,Nuttall's rock cress,Arabis nuttallii,Native,FALSE,FALSE,Nuttall's Rockcress,S3,N5,G5,Native,Present,Do not track,,,,Arabis nuttallii
,,,,,,,,,Alberta,Vascular Plant,PDBRA060U4,Brassicaceae,Arabis pycnocarpa,hairy rockcress,Arabis pycnocarpa,Native,FALSE,FALSE,Western Hairy Rockcress,S5,N5,G5T5,Native,Present,Do not track,,,,Arabis hirsuta var. pycnocarpa
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDARA02040,Araliaceae,Aralia nudicaulis,wild sarsaparilla,Aralia nudicaulis,Native,FALSE,FALSE,Wild Sarsaparilla,S5,N5,G5,Native,Present,Do not track,,,,Aralia nudicaulis
,,,,,,,,,Alberta,Vascular Plant,PDVIS03020,Viscaceae,Arceuthobium americanum,dwarf mistletoe,Arceuthobium americanum,Native,FALSE,FALSE,American Mistletoe,S4,N5,G5,Native,Present,Do not track,,,,Arceuthobium americanum
,,,,,,,,,Alberta,Vascular Plant,PMPOA0H010,Poaceae,Arctagrostis latifolia,wide-leaved polargrass,Arctagrostis latifolia,Native,FALSE,FALSE,Broadleaf Arctagrostis,S3,N5,G5,Native,Present,Do not track,,,,Arctagrostis latifolia
,,,,,,,,,Alberta,Vascular Plant,PMPOA0H011,Poaceae,Arctagrostis latifolia ssp. arundinacea,reed polargrass,Arctagrostis latifolia ssp. arundinacea,Native,FALSE,FALSE,Wideleaf Polargrass,S3,N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Arctagrostis latifolia ssp. arundinacea
,,,,,,,,,Alberta,Vascular Plant,PMPOA0H012,Poaceae,Arctagrostis latifolia ssp. latifolia,wide-leaved polargrass,Arctagrostis latifolia ssp. latifolia,Native,FALSE,FALSE,Broadleaf Arctagrostis,SU,N5,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Arctagrostis latifolia ssp. latifolia
,,,,,,,,,Alberta,Vascular Plant,PDAST0M010,Asteraceae,Arctium lappa,great burdock,Arctium lappa,Exotic,FALSE,FALSE,Greater Burdock,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Arctium lappa
,,,,,,,,,Alberta,Vascular Plant,PDAST0M020,Asteraceae,Arctium minus,common burdock,Arctium minus,Exotic,FALSE,FALSE,Lesser Burdock,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Arctium minus
,,,,,,,,,Alberta,Vascular Plant,PDAST0M040,Asteraceae,Arctium tomentosum,woolly burdock,Arctium tomentosum,Exotic,FALSE,FALSE,Woolly Burdock,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Arctium tomentosum
,,,,,,,,,Alberta,Vascular Plant,PDERI041D0,Ericaceae,Arctostaphylos rubra,alpine bearberry,Arctostaphylos rubra,Native,FALSE,FALSE,Red Manzanita,S5,N5,G5,Native,Present,Do not track,,,,Arctostaphylos rubra
,,,,,,ALCLA,Arnica Wildflowers,Sunstar Nurseries Ltd.,Alberta,Vascular Plant,PDERI041J0,Ericaceae,Arctostaphylos uva-ursi,common bearberry,Arctostaphylos uva-ursi,Native,FALSE,TRUE,Bearberry,S5,N5,G5,Native,Present,Do not track,,,,Arctostaphylos uva-ursi
,,,,,,,,,Alberta,Vascular Plant,PDCAR040H0,Caryophyllaceae,Arenaria longipedunculata,sandwort,Arenaria longipedunculata,Native,FALSE,FALSE,Low Sandwort,S2,N2N3,G3G4,Native,Present,Track all extant and selected historical EOs,,,,Arenaria longipedunculata
,,,,,,,,,Alberta,Vascular Plant,PDCAR040P0,Caryophyllaceae,Arenaria serpyllifolia,thyme-leaved sandwort,Arenaria serpyllifolia,Exotic,FALSE,FALSE,Thymeleaf Sandwort,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Arenaria serpyllifolia
,,,,,,,,,Alberta,Vascular Plant,PDCAR040P2,Caryophyllaceae,Arenaria serpyllifolia var. serpyllifolia,thyme-leaved sandwort,Arenaria serpyllifolia var. serpyllifolia,Exotic,FALSE,FALSE,Thymeleaf Sandwort,SNA,NNA,GNRTNR,Exotic,Present,Do not track,,,,Arenaria serpyllifolia var. serpyllifolia
,,,,,,,,,Alberta,Vascular Plant,PMORC04010,Orchidaceae,Arethusa bulbosa,dragon's mouth,Arethusa bulbosa,Native,FALSE,FALSE,Dragon's-Mouth,S1,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Arethusa bulbosa
,,,,,,,,,Alberta,Vascular Plant,PMPOA0K0W0,Poaceae,Aristida purpurea,red three-awn,Aristida purpurea,Native,FALSE,FALSE,Purple Three-awn Grass,S3,N4,G5,Native,Present,Do not track,,,,Aristida purpurea
,,,,,,,,,Alberta,Vascular Plant,PMPOA0K0W1,Poaceae,Aristida purpurea var. longiseta,red three-awn,Aristida purpurea var. longiseta,Native,FALSE,FALSE,Long-awned Three-awn Grass,S3,N4,G5T5?,Native,Present,Track all extant and selected historical EOs,,,,Aristida purpurea var. longiseta
,,,,,,,,,Alberta,Vascular Plant,PDBRA07020,Brassicaceae,Armoracia rusticana,horse-radish,Armoracia rusticana,Exotic,FALSE,FALSE,Horseradish,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Armoracia rusticana
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0U0,Asteraceae,Arnica angustifolia,alpine arnica,Arnica angustifolia,Native,FALSE,FALSE,Narrowleaf Leopardbane,S4,N5,G5,Native,Present,Do not track,,,,Arnica angustifolia
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0U1,Asteraceae,Arnica angustifolia ssp. angustifolia,alpine arnica,Arnica angustifolia ssp. angustifolia,Native,FALSE,FALSE,Narrowleaf Leopardbane,SU,N5,G5T5,Native,Present,Do not track,,,,Arnica angustifolia ssp. angustifolia
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0U2,Asteraceae,Arnica angustifolia ssp. tomentosa,alpine arnica,Arnica angustifolia ssp. tomentosa,Native,FALSE,FALSE,Alpine Arnica,SU,N5,G5T5,Native,Present,Do not track,,,,Arnica angustifolia ssp. tomentosa
,,,,,,,Edmonton Native Plant Society,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0Q050,Asteraceae,Arnica chamissonis,leafy arnica,Arnica chamissonis,Native,FALSE,FALSE,Leafy Arnica,S5,N5,G5,Native,Present,Do not track,,,,Arnica chamissonis
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q060,Asteraceae,Arnica cordifolia,heart-leaved arnica,Arnica cordifolia,Native,FALSE,FALSE,Heartleaf Arnica,S5,N5,G5,Native,Present,Do not track,,,,Arnica cordifolia
,,,,,,,ALCLA,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0Q090,Asteraceae,Arnica fulgens,shining arnica,Arnica fulgens,Native,FALSE,FALSE,Hillside Arnica,S4,N5,G5,Native,Present,Do not track,,,,Arnica fulgens
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0W0,Asteraceae,Arnica gracilis,graceful arnica,Arnica gracilis,Native,FALSE,FALSE,Slender Leopardbane,S3,N5,G5,Native,Present,Do not track,,,,Arnica gracilis
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0Y0,Asteraceae,Arnica lanceolata,lanceleaf arnica,Arnica lanceolata,Native,FALSE,FALSE,Lance-leaved Arnica,S3,N5,G5,Native,Present,Do not track,,,,Arnica lanceolata
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q030,Asteraceae,Arnica lanceolata ssp. prima,stem-clasping arnica,Arnica lanceolata ssp. prima,Native,FALSE,FALSE,Streambank Arnica,S3,N5,G5,Native,Present,Do not track,,,,Arnica amplexicaulis
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0B0,Asteraceae,Arnica latifolia,broad-leaved arnica,Arnica latifolia,Native,FALSE,FALSE,Mountain Arnica,S4,N5,G5,Native,Present,Do not track,,,,Arnica latifolia
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0D0,Asteraceae,Arnica lonchophylla,spear-leaved arnica,Arnica lonchophylla,Native,FALSE,FALSE,Northern Arnica,S3,N5,G5,Native,Present,Do not track,,,,Arnica lonchophylla
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0E0,Asteraceae,Arnica longifolia,long-leaved arnica,Arnica longifolia,Native,FALSE,FALSE,Longleaf Arnica,S2,N2N3,G5,Native,Present,Track all extant and selected historical EOs,,,,Arnica longifolia
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0F0,Asteraceae,Arnica louiseana,Lake Louise arnica,Arnica louiseana,Native,FALSE,FALSE,Lake Louise Arnica,S2,N3,G3,Native,Present,Track all extant and selected historical EOs,,,,Arnica louiseana
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDAST0Q0G0,Asteraceae,Arnica mollis,cordilleran arnica,Arnica mollis,Native,FALSE,FALSE,Hairy Arnica,S3,N5,G5,Native,Present,Do not track,,,,Arnica mollis
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0X0,Asteraceae,Arnica ovata,lawless arnica,Arnica ovata,Native,FALSE,FALSE,Rayless Arnica,S3,NNA,GNA,Native,Present,Do not track,,,,Arnica x diversifolia
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0J0,Asteraceae,Arnica parryi,nodding arnica,Arnica parryi,Native,FALSE,FALSE,Nodding Arnica,S2,N5,G5,Native,Present,Track all extant and selected historical EOs,,,,Arnica parryi
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0K0,Asteraceae,Arnica rydbergii,narrow-leaved arnica,Arnica rydbergii,Native,FALSE,FALSE,Subalpine Arnica,S3,N5,G5,Native,Present,Do not track,,,,Arnica rydbergii
,,,,,,,,,Alberta,Vascular Plant,PDAST0Q0L0,Asteraceae,Arnica sororia,twin arnica,Arnica sororia,Native,FALSE,FALSE,Twin Arnica,S3,N5,G5,Native,Present,Do not track,,,,Arnica sororia
,,,,,,,,,Alberta,Vascular Plant,PDAST0S010,Asteraceae,Artemisia abrotanum,southernwood,Artemisia abrotanum,Exotic,FALSE,FALSE,Southern Wormwood,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Artemisia abrotanum
,,,,,,,,,Alberta,Vascular Plant,PDAST0S020,Asteraceae,Artemisia absinthium,absinthe wormwood,Artemisia absinthium,Exotic,FALSE,FALSE,Common Wormwood,SNA,NNA,GNR,Exotic,Present,Do not track,,,,Artemisia absinthium
,,,,,,,,,Alberta,Vascular Plant,PDAST0S0A0,Asteraceae,Artemisia biennis,biennial sagewort,Artemisia biennis,Native,FALSE,FALSE,Biennial Wormwood,S5,N5,G5,Native,Present,Do not track,,,,Artemisia biennis
,,,,,,,,,Alberta,Vascular Plant,PDAST0S270,Asteraceae,Artemisia borealis ssp. borealis,northern wormwood,Artemisia borealis ssp. borealis,Native,FALSE,FALSE,Boreal Wormwood,S2S3,NNR,G5T5,Native,Present,Track all extant and selected historical EOs,,,,Artemisia campestris ssp. borealis
,,,,,,,,Medieval Manor Gardens,Alberta,Vascular Plant,PDAST0S0D0,Asteraceae,Artemisia campestris,plains wormwood,Artemisia campestris,Native,FALSE,FALSE,Pacific Wormwood,S5,N5,G5,Native,Present,Do not track,,,,Artemisia campestris
,,,,,,,,,Alberta,Vascular Plant,PDAST0S260,Asteraceae,Artemisia campestris ssp. pacifica,Pacific wormwood,Artemisia campestris ssp. pacifica,Native,FALSE,FALSE,Pacific Wormwood,SU,N5,G5T4T5,Native,Present,Do not track,,,,Artemisia campestris var. scouleriana
,,,,,,,,,Alberta,Vascular Plant,PDAST0S250,Asteraceae,Artemisia campestris var. borealis,northern wormwood,Artemisia campestris var. borealis,Native,FALSE,FALSE,Pacific Wormwood,S2S3,N5?,G5T5?,Native,Present,Do not track,,,,Artemisia campestris var. borealis
,,,,,,,,,Alberta,Vascular Plant,PDAST0S0E0,Asteraceae,Artemisia cana,silver sagebrush,Artemisia cana,Native,FALSE,FALSE,Hoary Sagebrush,S5,N5,G5,Native,Present,Do not track,,,,Artemisia cana
,,,,,,,,,Alberta,Vascular Plant,PDAST0S0E2,Asteraceae,Artemisia cana ssp. cana,silver sagebrush,Artemisia cana ssp. cana,Native,FALSE,FALSE,Plains Silver Sagebrush,S5,N5,G5T5,Native,Present,Do not track,,,,Artemisia cana ssp. cana
,,,,,,,,,Alberta,Vascular Plant,PDAST0S0H0,Asteraceae,Artemisia dracunculus,dragonwort,Artemisia dracunculus,Native,FALSE,FALSE,Dragon Wormwood,S4,N5,G5,Native,Present,Do not track,,,,Artemisia dracunculus
,,,,,,ALCLA,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0S0L0,Asteraceae,Artemisia frigida,pasture sagewort,Artemisia frigida,Native,FALSE,FALSE,Prairie Sagebrush,S5,N5,G5,Native,Present,Do not track,,,,Artemisia frigida
,,,,,,,,,Alberta,Vascular Plant,PDAST0S0M0,Asteraceae,Artemisia furcata,forked wormwood,Artemisia furcata,Native,FALSE,FALSE,Three-fork Wormwood,S1,N2N3,G4,Native,Present,Track all extant and selected historical EOs,,,,Artemisia furcata
,,,,,,,,,Alberta,Vascular Plant,PDAST0S0M2,Asteraceae,Artemisia furcata var. furcata,forked wormwood,Artemisia furcata var. furcata,Native,FALSE,FALSE,Three-fork Wormwood,S1,NNR,G4TNR,Native,Present,Track all extant and selected historical EOs,,,,Artemisia furcata var. furcata
,,,,,,,,,Alberta,Vascular Plant,PDAST0S0W0,Asteraceae,Artemisia longifolia,long-leaved sagewort,Artemisia longifolia,Native,FALSE,FALSE,Longleaf Wormwood,S3,N5,G5,Native,Present,Do not track,,,,Artemisia longifolia
,,,,ALCLA,K&S Growers,Medieval Manor Gardens,Prairie Flora Greenhouse,Arnica Wildflowers,Alberta,Vascular Plant,PDAST0S0Y0,Asteraceae,Artemisia ludoviciana,prairie sagewort,Artemisia ludoviciana,Native,FALSE,FALSE,White Sagebrush,S5,N5,G5,Native,Present,Do not track,,,,Artemisia ludoviciana
